"表章項目 コード","表章項目 補助コード","表章項目","時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","地方入国管理局・支局・出張所 コード","地方入国管理局・支局・出張所 補助コード","地方入国管理局・支局・出張所","/在留資格審査の受理・処理","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50590","","岡山出張所","","54","1","53","54","54","0","0","0","3,474","145","3,329","3,376","3,345","1","30","98","1,122","50","1,072","1,080","1,058","6","16","42","2,162","5","2,157","2,161","2,161","0","0","1","5,269","6","5,263","5,269","5,260","1","8","0","414","71","343","345","300","32","13","69"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50600","","福山出張所","","19","1","18","19","19","0","0","0","1,371","102","1,269","1,333","1,282","24","27","38","716","10","706","654","640","11","3","62","632","1","631","632","632","0","0","0","2,129","0","2,129","2,129","2,129","0","0","0","349","107","242","273","241","30","2","76"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50610","","広島空港出張所","","0","0","0","0","0","0","0","0","15","0","15","15","15","0","0","0","3","0","3","3","3","0","0","0","0","0","0","0","0","0","0","0","91","0","91","91","91","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50620","","下関出張所","","9","0","9","9","9","0","0","0","961","85","876","954","941","1","12","7","1,015","23","992","1,010","991","6","13","5","368","0","368","368","368","0","0","0","1,327","0","1,327","1,327","1,327","0","0","0","63","13","50","46","37","7","2","17"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50630","","周南出張所","","16","0","16","16","16","0","0","0","552","13","539","542","531","0","11","10","123","5","118","123","121","1","1","0","236","0","236","236","236","0","0","0","999","0","999","999","999","0","0","0","78","14","64","59","52","6","1","19"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50640","","高松出入国在留管理局管内","","61","2","59","61","61","0","0","0","5,968","341","5,627","5,803","5,738","14","51","165","8,259","479","7,780","7,621","7,564","5","52","638","948","0","948","947","947","0","0","1","6,078","0","6,078","6,078","6,078","0","0","0","783","275","508","616","556","53","7","167"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50650","","高松出入国在留管理局","","27","2","25","27","27","0","0","0","3,533","278","3,255","3,430","3,405","9","16","103","7,571","452","7,119","6,998","6,945","4","49","573","301","0","301","301","301","0","0","0","2,162","0","2,162","2,162","2,162","0","0","0","445","175","270","377","345","30","2","68"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50660","","小松島港出張所","","12","0","12","12","12","0","0","0","753","15","738","737","724","4","9","16","221","0","221","212","210","1","1","9","248","0","248","248","248","0","0","0","968","0","968","968","968","0","0","0","83","20","63","59","52","4","3","24"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50670","","松山出張所","","17","0","17","17","17","0","0","0","1,068","27","1,041","1,042","1,021","0","21","26","251","6","245","241","239","0","2","10","312","0","312","311","311","0","0","1","1,699","0","1,699","1,699","1,699","0","0","0","149","42","107","107","92","13","2","42"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50680","","高知出張所","","5","0","5","5","5","0","0","0","614","21","593","594","588","1","5","20","216","21","195","170","170","0","0","46","87","0","87","87","87","0","0","0","1,249","0","1,249","1,249","1,249","0","0","0","106","38","68","73","67","6","0","33"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50690","","福岡出入国在留管理局管内","","381","5","376","376","370","0","6","5","21,543","1,026","20,517","21,138","20,775","98","265","405","14,827","706","14,121","14,176","13,898","39","239","651","14,475","14","14,461","14,462","14,436","12","14","13","32,722","0","32,722","32,722","32,715","4","3","0","2,850","744","2,106","2,198","1,901","212","85","652"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50700","","福岡出入国在留管理局","","147","2","145","146","145","0","1","1","10,807","553","10,254","10,609","10,432","55","122","198","10,159","553","9,606","9,655","9,492","27","136","504","8,196","10","8,186","8,194","8,184","5","5","2","14,888","0","14,888","14,888","14,885","1","2","0","1,108","305","803","915","758","124","33","193"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50710","","那覇支局","","31","1","30","29","29","0","0","2","1,044","60","984","1,018","971","3","44","26","463","7","456","451","427","6","18","12","710","0","710","710","710","0","0","0","1,371","0","1,371","1,371","1,370","0","1","0","208","45","163","149","111","31","7","59"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50720","","北九州出張所","","22","0","22","22","22","0","0","0","1,673","52","1,621","1,652","1,631","6","15","21","491","13","478","485","474","0","11","6","1,493","0","1,493","1,493","1,493","0","0","0","3,663","0","3,663","3,663","3,663","0","0","0","220","45","175","162","156","3","3","58"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50730","","博多港出張所","","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","60","60","60","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50740","","福岡空港出張所","","0","0","0","0","0","0","0","0","24","0","24","24","24","0","0","0","9","0","9","9","9","0","0","0","0","0","0","0","0","0","0","0","360","0","360","360","360","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50750","","佐賀出張所","","12","0","12","12","12","0","0","0","444","10","434","438","433","0","5","6","78","1","77","77","74","1","2","1","240","1","239","240","240","0","0","0","799","0","799","799","799","0","0","0","82","27","55","70","63","4","3","12"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50760","","長崎出張所","","24","0","24","24","24","0","0","0","954","14","940","923","908","2","13","31","230","1","229","220","212","0","8","10","984","1","983","984","980","4","0","0","1,920","0","1,920","1,920","1,920","0","0","0","115","33","82","71","61","4","6","44"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50770","","対馬出張所","","0","0","0","0","0","0","0","0","18","5","13","18","18","0","0","0","2","0","2","2","2","0","0","0","1","0","1","1","1","0","0","0","50","0","50","50","50","0","0","0","5","0","5","4","4","0","0","1"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50780","","熊本出張所","","38","0","38","36","35","0","1","2","1,423","77","1,346","1,386","1,351","14","21","37","329","7","322","313","299","0","14","16","456","1","455","452","448","0","4","4","2,428","0","2,428","2,428","2,428","0","0","0","331","90","241","246","214","20","12","85"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50790","","大分出張所","","23","0","23","23","23","0","0","0","2,060","68","1,992","2,034","2,024","3","7","26","610","6","604","605","592","2","11","5","1,927","1","1,926","1,927","1,921","3","3","0","3,664","0","3,664","3,664","3,663","1","0","0","258","74","184","182","170","5","7","76"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50800","","宮崎出張所","","10","0","10","10","10","0","0","0","577","21","556","565","561","0","4","12","113","12","101","113","105","0","8","0","103","0","103","103","103","0","0","0","854","0","854","854","854","0","0","0","132","27","105","101","98","1","2","31"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50810","","鹿児島出張所","","13","0","13","13","13","0","0","0","1,694","148","1,546","1,678","1,646","13","19","16","2,199","102","2,097","2,106","2,077","2","27","93","312","0","312","312","310","0","2","0","1,575","0","1,575","1,575","1,573","2","0","0","196","60","136","159","143","7","9","37"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50820","","那覇空港出張所","","0","0","0","0","0","0","0","0","4","0","4","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","0","39","39","39","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50830","","宮古島出張所","","0","0","0","0","0","0","0","0","34","5","29","34","33","0","1","0","5","1","4","5","5","0","0","0","1","0","1","1","1","0","0","0","51","0","51","51","51","0","0","0","12","1","11","7","7","0","0","5"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50840","","石垣港出張所","","0","0","0","0","0","0","0","0","65","0","65","64","64","0","0","1","7","0","7","7","7","0","0","0","0","0","0","0","0","0","0","0","100","0","100","100","100","0","0","0","16","3","13","14","14","0","0","2"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50850","","嘉手納出張所","","61","2","59","61","57","0","4","0","721","13","708","690","674","2","14","31","132","3","129","128","123","1","4","4","52","0","52","45","45","0","0","7","900","0","900","900","900","0","0","0","167","34","133","118","102","13","3","49"
"160","","在留資格取得等処理人員【人】","2009000000","","2009年","50000","","総数","","8,587","219","8,368","8,358","8,303","17","38","229","469,952","24,039","445,913","451,624","444,330","1,602","5,692","18,328","163,478","12,926","150,552","154,896","149,046","1,753","4,097","8,582","150,373","1,620","148,753","148,957","147,528","620","809","1,416","600,130","44","600,086","600,067","599,944","98","25","63","99,901","34,539","65,362","66,156","53,960","11,372","824","33,745"
"160","","在留資格取得等処理人員【人】","2009000000","","2009年","50010","","札幌出入国在留管理局管内","","68","0","68","68","68","0","0","0","5,707","345","5,362","5,367","5,301","11","55","340","2,792","317","2,475","2,449","2,403","8","38","343","1,977","6","1,971","1,976","1,962","8","6","1","5,873","0","5,873","5,873","5,873","0","0","0","533","166","367","428","367","55","6","105"
"160","","在留資格取得等処理人員【人】","2009000000","","2009年","50020","","札幌出入国在留管理局","","51","0","51","51","51","0","0","0","4,757","317","4,440","4,466","4,405","10","51","291","2,465","289","2,176","2,173","2,130","7","36","292","1,755","4","1,751","1,755","1,744","8","3","0","4,519","0","4,519","4,519","4,519","0","0","0","414","130","284","325","270","52","3","89"
"160","","在留資格取得等処理人員【人】","2009000000","","2009年","50030","","函館港出張所","","5","0","5","5","5","0","0","0","160","3","157","138","137","1","0","22","56","1","55","37","37","0","0","19","51","0","51","51","51","0","0","0","250","0","250","250","250","0","0","0","25","3","22","23","20","2","1","2"
"160","","在留資格取得等処理人員【人】","2009000000","","2009年","50040","","小樽港出張所","","3","0","3","3","3","0","0","0","185","6","179","176","175","0","1","9","28","1","27","26","25","1","0","2","40","0","40","40","40","0","0","0","267","0","267","267","267","0","0","0","14","4","10","11","9","1","1","3"
"160","","在留資格取得等処理人員【人】","2009000000","","2009年","50050","","釧路港出張所","","4","0","4","4","4","0","0","0","374","8","366","370","368","0","2","4","197","26","171","167","165","0","2","30","74","2","72","74","74","0","0","0","328","0","328","328","328","0","0","0","37","12","25","31","31","0","0","6"
"160","","在留資格取得等処理人員【人】","2009000000","","2009年","50060","","稚内港出張所","","1","0","1","1","1","0","0","0","66","3","63","65","64","0","1","1","10","0","10","10","10","0","0","0","2","0","2","2","2","0","0","0","120","0","120","120","120","0","0","0","24","9","15","20","20","0","0","4"
"160","","在留資格取得等処理人員【人】","2009000000","","2009年","50070","","千歳苫小牧出張所","","4","0","4","4","4","0","0","0","165","8","157","152","152","0","0","13","36","0","36","36","36","0","0","0","55","0","55","54","51","0","3","1","389","0","389","389","389","0","0","0","19","8","11","18","17","0","1","1"
