"表章項目 コード","表章項目 補助コード","表章項目","時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","地方入国管理局・支局・出張所 コード","地方入国管理局・支局・出張所 補助コード","地方入国管理局・支局・出張所","/在留資格審査の受理・処理","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50280","","新潟出張所","","63","4","59","62","55","0","7","***","2,059","106","1,953","1,961","1,887","36","38","***","565","23","542","536","505","15","16","***","1,127","0","1,127","1,126","1,124","2","0","***","139","0","139","139","139","0","0","***","358","95","263","189","113","71","5","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50290","","甲府出張所","","61","1","60","59","59","0","0","***","2,631","90","2,541","2,511","2,502","0","9","***","449","21","428","432","418","6","8","***","704","0","704","704","703","0","1","***","185","0","185","185","185","0","0","***","493","156","337","308","171","132","5","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50300","","長野出張所","","156","14","142","150","109","0","41","***","6,095","308","5,787","5,787","5,731","8","48","***","1,009","61","948","953","875","30","48","***","998","2","996","996","994","0","2","***","254","0","254","254","254","0","0","***","1,408","592","816","750","433","285","32","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50310","","川崎出張所","","399","1","398","397","397","0","0","***","10,971","405","10,566","10,535","10,390","19","126","***","2,344","104","2,240","2,220","2,043","63","114","***","3,826","5","3,821","3,818","3,808","7","3","***","1,271","0","1,271","1,271","1,271","0","0","***","2,666","546","2,120","1,353","804","497","52","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50320","","名古屋出入国在留管理局管内","","2,580","0","2,580","2,580","2,574","1","5","***","116,286","5,966","110,320","109,922","108,059","510","1,353","***","46,862","2,494","44,368","42,899","40,796","770","1,333","***","21,138","12","21,126","21,091","21,032","33","26","***","6,290","4","6,286","6,286","6,282","4","0","***","18,709","6,303","12,406","12,573","6,596","5,469","508","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50330","","名古屋出入国在留管理局","","1,466","0","1,466","1,466","1,461","1","4","***","80,245","4,396","75,849","75,642","74,296","390","956","***","38,995","1,940","37,055","35,769","34,075","619","1,075","***","10,435","9","10,426","10,396","10,346","30","20","***","3,341","4","3,337","3,337","3,333","4","0","***","12,389","4,531","7,858","7,960","3,662","3,999","299","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50340","","中部空港支局","","1","0","1","1","1","0","0","***","150","0","150","150","150","0","0","***","20","0","20","20","20","0","0","***","4,752","0","4,752","4,752","4,752","0","0","***","223","0","223","223","223","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50350","","富山出張所","","83","0","83","83","82","0","1","***","3,156","151","3,005","2,983","2,944","10","29","***","823","51","772","761","725","16","20","***","629","0","629","625","624","0","1","***","153","0","153","153","153","0","0","***","609","172","437","419","227","168","24","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50360","","金沢出張所","","65","0","65","65","65","0","0","***","2,126","62","2,064","2,077","2,056","0","21","***","722","47","675","648","618","6","24","***","859","0","859","859","859","0","0","***","86","0","86","86","86","0","0","***","287","85","202","227","152","70","5","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50370","","福井出張所","","44","0","44","44","44","0","0","***","2,058","93","1,965","1,948","1,898","17","33","***","848","62","786","750","728","12","10","***","219","0","219","219","219","0","0","***","106","0","106","106","106","0","0","***","305","74","231","201","150","47","4","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50380","","岐阜出張所","","200","0","200","200","200","0","0","***","5,931","229","5,702","5,717","5,683","3","31","***","1,418","128","1,290","1,258","1,214","12","32","***","1,194","0","1,194","1,193","1,193","0","0","***","422","0","422","422","422","0","0","***","981","270","711","751","545","188","18","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50390","","静岡出張所","","174","0","174","174","174","0","0","***","8,301","253","8,048","7,857","7,743","4","110","***","1,830","142","1,688","1,673","1,562","39","72","***","1,768","2","1,766","1,766","1,761","2","3","***","494","0","494","494","494","0","0","***","1,583","569","1,014","1,175","744","404","27","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50400","","浜松出張所","","256","0","256","256","256","0","0","***","7,454","438","7,016","7,042","6,882","63","97","***","1,224","48","1,176","1,125","999","46","80","***","785","1","784","784","782","1","1","***","708","0","708","708","708","0","0","***","1,434","295","1,139","1,030","650","323","57","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50410","","豊橋港出張所","","155","0","155","155","155","0","0","***","4,152","172","3,980","3,919","3,858","13","48","***","697","56","641","632","613","7","12","***","204","0","204","204","204","0","0","***","382","0","382","382","382","0","0","***","704","209","495","502","275","196","31","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50420","","四日市港出張所","","136","0","136","136","136","0","0","***","2,713","172","2,541","2,587","2,549","10","28","***","285","20","265","263","242","13","8","***","293","0","293","293","292","0","1","***","375","0","375","375","375","0","0","***","417","98","319","308","191","74","43","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50430","","大阪出入国在留管理局管内","","1,779","84","1,695","1,720","1,510","0","210","***","74,851","3,763","71,088","70,961","69,774","297","890","***","26,090","1,818","24,272","24,083","22,645","604","834","***","44,257","117","44,140","44,115","43,862","161","92","***","6,788","0","6,788","6,788","6,785","2","1","***","9,295","2,435","6,860","6,433","3,595","2,510","328","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50440","","大阪出入国在留管理局","","1,066","55","1,011","1,025","912","0","113","***","45,640","2,665","42,975","43,035","42,247","152","636","***","17,837","1,448","16,389","16,306","15,279","405","622","***","15,027","108","14,919","14,900","14,725","97","78","***","2,276","0","2,276","2,276","2,273","2","1","***","5,796","1,646","4,150","3,807","2,054","1,542","211","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50450","","関西空港支局","","0","0","0","0","0","0","0","***","305","0","305","305","305","0","0","***","82","0","82","82","82","0","0","***","17,087","0","17,087","17,087","17,087","0","0","***","2,584","0","2,584","2,584","2,584","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50460","","神戸支局","","315","17","298","307","255","0","52","***","14,843","420","14,423","14,440","14,186","111","143","***","4,803","206","4,597","4,503","4,227","158","118","***","6,363","7","6,356","6,353","6,280","63","10","***","1,049","0","1,049","1,049","1,049","0","0","***","1,665","415","1,250","1,391","802","542","47","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50470","","大津出張所","","132","8","124","131","110","0","21","***","3,602","174","3,428","3,411","3,387","7","17","***","529","31","498","513","486","9","18","***","562","0","562","562","561","1","0","***","308","0","308","308","308","0","0","***","682","136","546","506","294","178","34","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50480","","京都出張所","","144","1","143","143","141","0","2","***","7,147","285","6,862","6,621","6,547","10","64","***","2,064","89","1,975","1,930","1,848","24","58","***","4,608","1","4,607","4,603","4,599","0","4","***","334","0","334","334","334","0","0","***","605","123","482","360","232","120","8","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50490","","舞鶴港出張所","","6","0","6","6","6","0","0","***","313","43","270","286","278","4","4","***","64","14","50","61","60","1","0","***","22","0","22","22","22","0","0","***","15","0","15","15","15","0","0","***","36","9","27","27","14","13","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50520","","奈良出張所","","35","0","35","32","29","0","3","***","1,109","75","1,034","1,043","1,021","9","13","***","266","5","261","259","249","3","7","***","358","0","358","358","358","0","0","***","91","0","91","91","91","0","0","***","188","43","145","107","56","43","8","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50530","","和歌山出張所","","11","0","11","10","8","0","2","***","684","18","666","668","663","2","3","***","109","7","102","106","98","1","7","***","111","0","111","111","111","0","0","***","35","0","35","35","35","0","0","***","85","22","63","67","44","21","2","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50540","","姫路港出張所","","70","3","67","66","49","0","17","***","1,208","83","1,125","1,152","1,140","2","10","***","336","18","318","323","316","3","4","***","119","1","118","119","119","0","0","***","96","0","96","96","96","0","0","***","238","41","197","168","99","51","18","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50550","","広島出入国在留管理局管内","","341","3","338","335","332","0","3","***","27,147","2,008","25,139","25,986","25,737","20","229","***","12,746","919","11,827","12,049","11,837","46","166","***","6,735","19","6,716","6,710","6,696","1","13","***","736","0","736","736","736","0","0","***","1,687","312","1,375","1,290","1,155","93","42","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50560","","広島出入国在留管理局","","154","0","154","151","151","0","0","***","16,788","1,497","15,291","16,254","16,118","13","123","***","9,648","789","8,859","9,132","9,001","34","97","***","1,742","7","1,735","1,736","1,730","1","5","***","283","0","283","283","283","0","0","***","779","113","666","659","578","63","18","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50570","","境港出張所","","13","0","13","13","13","0","0","***","498","35","463","466","452","0","14","***","102","1","101","97","95","0","2","***","152","1","151","152","150","0","2","***","10","0","10","10","10","0","0","***","71","17","54","47","41","6","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50580","","松江出張所","","23","0","23","23","23","0","0","***","998","45","953","944","934","1","9","***","120","3","117","116","115","1","0","***","120","0","120","120","119","0","1","***","97","0","97","97","97","0","0","***","93","13","80","77","76","1","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50590","","岡山出張所","","68","1","67","66","65","0","1","***","4,455","288","4,167","4,069","4,017","6","46","***","1,186","54","1,132","1,117","1,080","8","29","***","2,067","11","2,056","2,049","2,047","0","2","***","181","0","181","181","181","0","0","***","403","92","311","276","239","20","17","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50600","","福山出張所","","54","2","52","53","51","0","2","***","3,089","102","2,987","2,981","2,963","0","18","***","1,310","53","1,257","1,223","1,200","3","20","***","744","0","744","743","742","0","1","***","82","0","82","82","82","0","0","***","214","60","154","133","129","2","2","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50610","","広島空港出張所","","0","0","0","0","0","0","0","***","12","0","12","12","12","0","0","***","3","0","3","3","3","0","0","***","1,231","0","1,231","1,231","1,231","0","0","***","15","0","15","15","15","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50620","","下関出張所","","12","0","12","12","12","0","0","***","622","25","597","586","574","0","12","***","232","15","217","218","205","0","13","***","311","0","311","311","309","0","2","***","38","0","38","38","38","0","0","***","47","3","44","34","32","1","1","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50630","","周南出張所","","17","0","17","17","17","0","0","***","685","16","669","674","667","0","7","***","145","4","141","143","138","0","5","***","368","0","368","368","368","0","0","***","30","0","30","30","30","0","0","***","80","14","66","64","60","0","4","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50640","","高松出入国在留管理局管内","","113","2","111","105","79","0","26","***","11,254","542","10,712","11,013","10,872","28","113","***","6,289","331","5,958","5,724","5,592","40","92","***","1,071","0","1,071","1,071","1,067","1","3","***","158","0","158","158","157","0","1","***","626","153","473","447","363","77","7","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50650","","高松出入国在留管理局","","51","1","50","44","30","0","14","***","8,358","410","7,948","8,196","8,111","10","75","***","5,293","262","5,031","4,843","4,780","24","39","***","471","0","471","471","468","1","2","***","65","0","65","65","64","0","1","***","318","82","236","214","171","39","4","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50660","","小松島港出張所","","24","0","24","24","18","0","6","***","824","31","793","811","797","3","11","***","285","17","268","269","232","6","31","***","212","0","212","212","211","0","1","***","17","0","17","17","17","0","0","***","87","18","69","78","71","7","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50670","","松山出張所","","32","1","31","31","25","0","6","***","1,299","64","1,235","1,240","1,214","8","18","***","438","37","401","387","367","8","12","***","295","0","295","295","295","0","0","***","51","0","51","51","51","0","0","***","176","40","136","115","99","14","2","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50680","","高知出張所","","6","0","6","6","6","0","0","***","773","37","736","766","750","7","9","***","273","15","258","225","213","2","10","***","93","0","93","93","93","0","0","***","25","0","25","25","25","0","0","***","45","13","32","40","22","17","1","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50690","","福岡出入国在留管理局管内","","691","5","686","685","676","1","8","***","41,306","2,076","39,230","39,250","38,778","41","431","***","17,772","814","16,958","16,637","15,928","320","389","***","26,057","36","26,021","26,007","25,970","2","35","***","1,197","0","1,197","1,197","1,187","2","8","***","2,525","553","1,972","1,762","1,497","204","61","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50700","","福岡出入国在留管理局","","306","0","306","306","306","0","0","***","24,859","1,436","23,423","23,695","23,440","31","224","***","11,562","553","11,009","10,807","10,319","235","253","***","10,171","28","10,143","10,131","10,106","0","25","***","544","0","544","544","542","2","0","***","1,201","274","927","774","643","116","15","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50710","","那覇支局","","37","0","37","35","33","0","2","***","2,899","67","2,832","2,713","2,677","1","35","***","1,192","45","1,147","1,103","1,031","36","36","***","1,646","0","1,646","1,643","1,639","2","2","***","65","0","65","65","65","0","0","***","195","40","155","148","130","11","7","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50720","","北九州出張所","","57","0","57","57","57","0","0","***","2,741","162","2,579","2,601","2,575","1","25","***","761","32","729","714","695","1","18","***","1,729","7","1,722","1,725","1,721","0","4","***","92","0","92","92","92","0","0","***","219","70","149","172","142","19","11","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50730","","博多港出張所","","0","0","0","0","0","0","0","***","0","0","0","0","0","0","0","***","1","0","1","1","1","0","0","***","5","0","5","5","5","0","0","***","7","0","7","7","7","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50740","","福岡空港出張所","","0","0","0","0","0","0","0","***","58","0","58","58","58","0","0","***","19","0","19","19","19","0","0","***","7,083","0","7,083","7,083","7,083","0","0","***","142","0","142","142","142","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50750","","佐賀出張所","","28","1","27","28","28","0","0","***","673","15","658","650","639","0","11","***","148","5","143","143","126","3","14","***","300","1","299","300","299","0","1","***","35","0","35","35","35","0","0","***","64","11","53","52","46","5","1","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50760","","長崎出張所","","31","0","31","31","31","0","0","***","1,486","83","1,403","1,428","1,412","1","15","***","392","12","380","362","342","11","9","***","1,066","0","1,066","1,065","1,064","0","1","***","31","0","31","31","31","0","0","***","109","33","76","78","68","3","7","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50770","","対馬出張所","","0","0","0","0","0","0","0","***","64","2","62","62","61","0","1","***","9","1","8","9","9","0","0","***","1","0","1","1","1","0","0","***","3","0","3","3","3","0","0","***","5","0","5","5","4","1","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50780","","熊本出張所","","34","0","34","34","34","0","0","***","1,793","47","1,746","1,677","1,646","2","29","***","748","11","737","690","652","18","20","***","541","0","541","541","541","0","0","***","40","0","40","40","40","0","0","***","228","22","206","172","150","19","3","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50790","","大分出張所","","20","0","20","20","20","0","0","***","1,956","64","1,892","1,880","1,853","5","22","***","555","25","530","532","506","10","16","***","1,803","0","1,803","1,803","1,802","0","1","***","21","0","21","21","21","0","0","***","99","15","84","79","73","6","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50800","","宮崎出張所","","15","0","15","14","14","0","0","***","650","27","623","579","563","0","16","***","184","15","169","172","163","3","6","***","231","0","231","231","231","0","0","***","26","0","26","26","18","0","8","***","75","31","44","62","57","3","2","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50810","","鹿児島出張所","","25","0","25","25","25","0","0","***","2,739","120","2,619","2,581","2,553","0","28","***","1,858","107","1,751","1,750","1,739","2","9","***","484","0","484","483","483","0","0","***","88","0","88","88","88","0","0","***","140","21","119","98","85","10","3","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50820","","那覇空港出張所","","0","0","0","0","0","0","0","***","19","0","19","19","19","0","0","***","6","0","6","6","6","0","0","***","737","0","737","737","737","0","0","***","3","0","3","3","3","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50830","","宮古島出張所","","0","0","0","0","0","0","0","***","41","1","40","41","41","0","0","***","5","0","5","5","5","0","0","***","5","0","5","5","5","0","0","***","3","0","3","3","3","0","0","***","11","2","9","11","10","1","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50840","","石垣港出張所","","0","0","0","0","0","0","0","***","84","3","81","81","79","0","2","***","6","1","5","6","6","0","0","***","6","0","6","6","6","0","0","***","7","0","7","7","7","0","0","***","7","3","4","6","6","0","0","***"
"160","","在留資格取得等処理人員【人】","2017000000","","2017年","50850","","嘉手納出張所","","138","4","134","135","128","1","6","***","1,244","49","1,195","1,185","1,162","0","23","***","326","7","319","318","309","1","8","***","249","0","249","248","247","0","1","***","90","0","90","90","90","0","0","***","172","31","141","105","83","10","12","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50000","","総数","","13,545","337","13,208","13,201","12,010","22","1,169","***","576,107","28,095","548,012","540,722","532,800","1,168","6,754","***","209,314","12,854","196,460","191,904","180,480","3,275","8,149","***","252,156","918","251,238","251,281","250,357","438","486","***","31,618","12","31,606","31,609","31,553","50","6","***","76,474","21,115","55,359","52,819","35,679","15,631","1,509","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50010","","札幌出入国在留管理局管内","","102","0","102","101","100","0","1","***","6,857","323","6,534","6,561","6,493","5","63","***","4,119","209","3,910","3,771","3,688","16","67","***","2,902","2","2,900","2,894","2,885","4","5","***","156","0","156","156","156","0","0","***","422","79","343","333","295","37","1","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50020","","札幌出入国在留管理局","","78","0","78","78","78","0","0","***","5,634","238","5,396","5,405","5,350","5","50","***","3,638","180","3,458","3,326","3,250","12","64","***","1,723","2","1,721","1,718","1,710","4","4","***","130","0","130","130","130","0","0","***","337","62","275","263","232","30","1","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50030","","函館港出張所","","5","0","5","5","5","0","0","***","185","6","179","180","179","0","1","***","59","0","59","57","54","1","2","***","136","0","136","135","135","0","0","***","7","0","7","7","7","0","0","***","12","1","11","12","9","3","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50050","","釧路港出張所","","10","0","10","10","9","0","1","***","392","44","348","367","364","0","3","***","265","21","244","233","232","0","1","***","95","0","95","94","94","0","0","***","11","0","11","11","11","0","0","***","26","4","22","24","21","3","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50060","","稚内港出張所","","0","0","0","0","0","0","0","***","36","0","36","36","36","0","0","***","21","0","21","20","19","1","0","***","10","0","10","9","9","0","0","***","0","0","0","0","0","0","0","***","5","1","4","5","5","0","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50070","","千歳苫小牧出張所","","4","0","4","3","3","0","0","***","275","13","262","251","246","0","5","***","37","2","35","37","37","0","0","***","759","0","759","759","759","0","0","***","7","0","7","7","7","0","0","***","22","8","14","14","14","0","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50080","","旭川出張所","","5","0","5","5","5","0","0","***","335","22","313","322","318","0","4","***","99","6","93","98","96","2","0","***","179","0","179","179","178","0","1","***","1","0","1","1","1","0","0","***","20","3","17","15","14","1","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50090","","仙台出入国在留管理局管内","","172","0","172","172","168","0","4","***","13,749","603","13,146","12,891","12,730","11","150","***","5,656","251","5,405","5,298","5,195","31","72","***","4,783","5","4,778","4,770","4,764","1","5","***","286","0","286","286","286","0","0","***","904","225","679","671","518","142","11","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50100","","仙台出入国在留管理局","","99","0","99","99","99","0","0","***","9,123","340","8,783","8,529","8,462","8","59","***","4,860","214","4,646","4,546","4,465","20","61","***","3,006","5","3,001","2,996","2,992","1","3","***","154","0","154","154","154","0","0","***","517","127","390","372","263","106","3","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50110","","青森出張所","","23","0","23","23","23","0","0","***","606","16","590","570","563","1","6","***","147","9","138","140","136","1","3","***","205","0","205","205","204","0","1","***","10","0","10","10","10","0","0","***","35","4","31","28","22","5","1","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50120","","盛岡出張所","","12","0","12","12","12","0","0","***","647","24","623","612","604","0","8","***","146","5","141","137","135","2","0","***","222","0","222","220","220","0","0","***","16","0","16","16","16","0","0","***","112","41","71","78","67","10","1","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50130","","仙台空港出張所","","0","0","0","0","0","0","0","***","5","0","5","5","5","0","0","***","1","0","1","1","1","0","0","***","409","0","409","409","409","0","0","***","6","0","6","6","6","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50140","","秋田出張所","","9","0","9","9","9","0","0","***","514","20","494","491","481","1","9","***","148","1","147","146","142","2","2","***","218","0","218","218","218","0","0","***","17","0","17","17","17","0","0","***","68","9","59","53","50","3","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50150","","酒田港出張所","","2","0","2","2","2","0","0","***","170","13","157","165","165","0","0","***","40","1","39","38","38","0","0","***","40","0","40","40","39","0","1","***","8","0","8","8","8","0","0","***","24","5","19","21","17","3","1","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50160","","郡山出張所","","27","0","27","27","23","0","4","***","2,684","190","2,494","2,519","2,450","1","68","***","314","21","293","290","278","6","6","***","683","0","683","682","682","0","0","***","75","0","75","75","75","0","0","***","148","39","109","119","99","15","5","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50170","","東京出入国在留管理局管内","","7,974","232","7,742","7,725","6,976","4","745","***","322,846","17,211","305,635","302,970","298,308","601","4,061","***","105,085","7,388","97,697","94,757","87,027","1,826","5,904","***","159,954","754","159,200","159,284","158,763","234","287","***","17,715","7","17,708","17,710","17,667","39","4","***","44,701","12,474","32,227","31,124","19,351","10,897","876","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50180","","東京出入国在留管理局","","3,565","129","3,436","3,422","3,380","4","38","***","198,562","11,957","186,605","184,407","181,260","358","2,789","***","81,810","6,372","75,438","72,703","66,331","1,389","4,983","***","73,105","642","72,463","72,556","72,136","203","217","***","8,977","3","8,974","8,976","8,936","37","3","***","22,351","5,915","16,436","14,713","9,006","5,416","291","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50190","","成田空港支局","","5","0","5","5","5","0","0","***","791","0","791","789","789","0","0","***","204","0","204","204","204","0","0","***","35,132","0","35,132","35,132","35,132","0","0","***","1,060","0","1,060","1,060","1,060","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50200","","羽田空港支局","","4","0","4","4","4","0","0","***","255","0","255","254","254","0","0","***","102","0","102","102","102","0","0","***","14,395","0","14,395","14,395","14,395","0","0","***","583","0","583","583","583","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50210","","横浜支局","","737","5","732","730","728","0","2","***","21,125","818","20,307","20,243","19,963","40","240","***","5,478","284","5,194","5,238","4,963","82","193","***","5,861","28","5,833","5,841","5,783","20","38","***","1,307","3","1,304","1,303","1,302","1","0","***","4,324","832","3,492","3,279","1,848","1,287","144","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50220","","水戸出張所","","317","17","300","310","250","0","60","***","8,985","365","8,620","8,526","8,442","5","79","***","2,197","184","2,013","1,907","1,853","6","48","***","2,183","0","2,183","2,183","2,181","0","2","***","369","0","369","369","369","0","0","***","1,239","327","912","876","528","316","32","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50230","","宇都宮出張所","","249","7","242","242","183","0","59","***","9,245","565","8,680","8,800","8,652","3","145","***","1,218","115","1,103","1,171","1,045","31","95","***","2,065","1","2,064","2,065","2,062","0","3","***","347","0","347","347","347","0","0","***","1,074","378","696","803","482","282","39","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50240","","高崎出張所","","449","7","442","441","302","0","139","***","10,495","410","10,085","9,798","9,677","13","108","***","1,897","94","1,803","1,781","1,686","27","68","***","1,770","0","1,770","1,770","1,770","0","0","***","645","0","645","645","644","1","0","***","1,562","382","1,180","1,121","755","317","49","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50250","","さいたま出張所","","1,037","15","1,022","1,014","782","0","232","***","22,488","889","21,599","21,581","21,254","70","257","***","3,625","9","3,616","3,535","3,199","150","186","***","6,778","28","6,750","6,751","6,748","2","1","***","1,299","0","1,299","1,299","1,299","0","0","***","4,535","1,403","3,132","3,393","2,088","1,184","121","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50260","","千葉出張所","","611","31","580","577","433","0","144","***","17,770","740","17,030","16,916","16,775","11","130","***","2,330","40","2,290","2,305","2,207","18","80","***","6,847","2","6,845","6,843","6,843","0","0","***","832","1","831","832","832","0","0","***","2,795","1,023","1,772","2,045","1,482","521","42","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50270","","立川出張所","","273","4","269","273","272","0","1","***","12,284","543","11,741","11,719","11,636","8","75","***","2,439","163","2,276","2,235","2,089","35","111","***","6,079","50","6,029","6,016","5,986","7","23","***","700","0","700","700","700","0","0","***","1,994","741","1,253","1,456","977","441","38","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50280","","新潟出張所","","51","1","50","47","36","0","11","***","2,258","111","2,147","2,152","2,050","47","55","***","492","14","478","469","429","14","26","***","1,235","3","1,232","1,235","1,235","0","0","***","81","0","81","81","81","0","0","***","365","108","257","270","178","89","3","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50290","","甲府出張所","","80","1","79","79","77","0","2","***","2,711","146","2,565","2,621","2,610","0","11","***","417","13","404","396","391","2","3","***","685","0","685","685","685","0","0","***","148","0","148","148","148","0","0","***","571","155","416","415","285","128","2","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50300","","長野出張所","","170","13","157","156","99","0","57","***","6,211","298","5,913","5,903","5,824","18","61","***","917","25","892","856","786","27","43","***","850","0","850","848","848","0","0","***","229","0","229","229","228","0","1","***","1,436","560","876","844","600","225","19","***"
